id,iddepto,nomdepto,idmpio,nompio,codigohabilitacion,nombre,nitsnit,ese,direccion,direccionorig,telefono,najunombre,numerosedeprincipal,latitude,longitude,Localidad
936,11,Bogotá D.C,11001,BOGOTÁ,"1,100,122,898",Professional Fitness SAS,"900,471,910",,CRA 50 No. 96 - 97,CRA 50 No. 96 - 97,5712535047,Privada,1,4.7351609,-74.0525089,Suba
937,11,Bogotá D.C,11001,BOGOTÁ,"1,100,122,917",INVERSIONES ALEXANDER LLANOS SAS,"900,466,956",,Cra. 13 No. 119-54,Cra. 13 No. 119-54,6378266 - 2148878 - 3005109844,Privada,1,4.5644567,-74.1228104,Rafael Uribe Uribe
938,11,Bogotá D.C,11001,BOGOTÁ,"1,100,122,921",CENTRO DE NEUROPSICOLOGIA Y PSICOPEDAGOGIA APLICADA IPS LTDA CENPA IPS LTDA,"900,393,961",,CARRERA 23 NUMERO 87-14,CARRERA 23 NUMERO 87-14,5334929-5334928,Privada,1,4.5710476,-74.1456791,Ciudad Bolivar
939,11,Bogotá D.C,11001,BOGOTÁ,"1,100,122,936",ORTO DENT SAS,"900,469,954",,AK 50 # 37 - 17 SUR,AK 50 # 37 - 17 SUR,7137455/3108137883,Privada,1,4.5994061,-74.1239196,Puente Aranda
941,11,Bogotá D.C,11001,BOGOTÁ,"1,100,122,986",GRUPO MANDARINE SAS,"900,439,156",,CL 127 NO. 19 A 28 CS 606,CL 127 NO. 19 A 28 CS 606,3202020767 - 3143148414,Privada,1,4.7045706,-74.0361761,Usaquén
943,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,040",clinicas odontologicas smilecenter sas,"900,462,399",,cra 77 A No 65A-32,cra 77 A No 65A-32,4362075,Privada,1,4.684123850000001,-74.1049903984346,Engativá
945,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,113",AMS AMBULANCIAS SAS SIGLA AMS AE SAS,"900,481,858",,CL 79 # 28 B 33 PI 1,CL 79 # 28 B 33 PI 1,3182695808,Privada,1,4.7161324,-74.1185484,Engativá
946,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,118",DIRECCION DE SANIDAD POLICIA NACIONAL,"830,041,314",NO,CRA. 59 No. 26 21 CAN,CRA. 59 No. 26 21 CAN,5804400,Pública,1,4.6479085,-74.0953206,Teusaquillo
947,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,127",D & A DENT SAS,"900,420,246",,CARRERA 20 # 32 A 29,CARRERA 20 # 32 A 29,2872165 - 3013629516,Privada,2,4.5611836,-74.1500928,Ciudad Bolivar
948,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,139",MPN TRIPLE IMPACTO SAS,"900,428,718",,AC 72 # 83-05 PISO 1,AC 72 # 83-05 PISO 1,4929231,Privada,1,4.7011469,-74.1134598,Engativá
949,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,159",INSTITUTO LATINOAMERICANO DE NEUROLOGÍA  Y SISTEMA NERVIOSO-ILANS S.A.S,"900,267,940",,Avenida  Carrera 19 #106-30 - Barrio:SAN PATRICIO,Avenida  Carrera 19 #106-30 - Barrio:SAN PATRICIO,3107656545 - 3023470507,Privada,4,4.5621909,-74.1390913,Ciudad Bolivar
950,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,163",INVERSIONES OKEL SAS,"900,439,201",,CLL 36 SUR 78A 10,CLL 36 SUR 78A 10,4484047,Privada,1,4.6401539,-74.1661381,Kennedy
951,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,206",Servicios de Patologia Oscar Messa Botero sas,"900,348,648",,Calle 64 No 7 - 42  Consultorio 103,Calle 64 No 7 - 42  Consultorio 103,2358716,Privada,1,4.7022053,-74.1330482,Engativá
953,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,248",ERMEDICALLS S.A.S,"900,487,460",,CALLE 87 BIS # 85 - 39,CALLE 87 BIS # 85 - 39,4580666-4580667-5367218,Privada,1,4.7080993,-74.0963535,Engativá
954,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,293",LABORATORIO CLINICO COLMEDICOS IPS S.A.S - COLMEDICOS S.A.S,"800,049,104",,CARRERA 19 A 76-34,CARRERA 19 A 76-34,3104837889 - 3206775623 - 3105041453 - 3014264600 - 3213212722,Privada,1,4.5589394,-74.1483859,Ciudad Bolivar
955,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,307",Prodimedica natural bioenergética siu -tutuava IPS S.A.,"800,140,174",,CRA 16A #85 - 77,CRA 16A #85 - 77,5303533/3124539329,Privada,1,4.7473303,-74.0378721,Usaquén
956,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,368",CATAÑO & MARQUEZ SAS,"900,484,802",,KR. 11 A N° 97 - 55,KR. 11 A N° 97 - 55,3133142045  3205635512,Privada,1,4.673889,-74.0488184,Chapinero
957,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,370",ROBOTICA DENTAL CELY SAS,"900,489,360",,AV 19 # 134 38,AV 19 # 134 38,7557318,Privada,1,4.6035731,-74.0693542,Santa Fe
960,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,408",Titanium Health Group SAS,"900,472,527",,Carrera 11 N°66-53 P2,Carrera 11 N°66-53 P2,2103227,Privada,1,4.5640668,-74.1102104,Rafael Uribe Uribe
961,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,471",CLÍNICOS PROGRAMAS DE ATENCIÓN INTEGRAL S.A.S. IPS SIGLA CLÍNICOS PROGRAMAS S.A.S IPS,"900,496,641",,Cra 27C # 70-27,Cra 27C # 70-27,7460885,Privada,1,4.6650686,-74.0696331,Barrios Unidos
962,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,474",BLUECARE SALUD SAS SIGLA BLUECARE,"900,496,494",,Carrera 14 No 93b-15,Carrera 14 No 93b-15,7424943,Privada,1,4.76186,-74.0353879,Usaquén
963,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,566",MEDIFERTIL SAS,"900,452,020",,CL 119 # 7-14 PI 9,CL 119 # 7-14 PI 9,6192791-6192759-6195281 4841690,Privada,1,4.7043123,-74.0703771,Suba
964,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,579",MEDIGLOBAL IPS SAS,"900,448,559",,CARRERA 45 # 106-15 PISO 1 - Barrio:ESTORIL,CARRERA 45 # 106-15 PISO 1 - Barrio:ESTORIL,5802828,Privada,2,4.6215041,-74.1059589,Puente Aranda
965,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,699",UNIDIAGNOSTICO SAS,"900,506,234",,KR 15 Nº 100 - 43 OF 201,KR 15 Nº 100 - 43 OF 201,6000027 - 3204062345,Privada,1,4.6366455,-74.0680167,Teusaquillo
966,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,765","Centro de Evaluación Diagnóstica y Rehabilitación Neurocognitiva S.A.S., SIGLA: CEREN S.A.S.","900,510,844",,AV CALLE 13 No. 35-13,AV CALLE 13 No. 35-13,3819775-4660539-3177006944,Privada,1,4.6390088,-74.1210966,Kennedy
969,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,815",CIRUGIA GENERAL Y ESPECIALIZADA CIRUGESP LTDA,"830,079,051",,CALLE 23 Nº 66-46 INT 4 CS 910,CALLE 23 Nº 66-46 INT 4 CS 910,6706990,Privada,1,4.6892945,-74.1472891,Fontibón
970,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,845",LAFAM SAS,"900,407,148",,Av Cra 19 No 164-64,Av Cra 19 No 164-64,5205101,Privada,1,4.5621909,-74.1390913,Ciudad Bolivar
971,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,846",Avances Tecnológicos e Innovación para la Salud SAS con sigla AVAN SALUD,"900,487,201",,Carrera 78B No. 39A 26 SUR,Carrera 78B No. 39A 26 SUR,4510410,Privada,1,4.6223272,-74.1505512,Kennedy
972,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,863",FRANCIA ELENA HERMIDA IPS S A S,"900,237,169",,AC 127 # 20 78 CS 1- 201 - Barrio:La calleja,AC 127 # 20 78 CS 1- 201 - Barrio:La calleja,6156429-3223607762,Privada,3,4.7040181,-74.0344695,Usaquén
975,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,901",GRUPO EMPRESARIAL SEVILLA SAS,"900,429,381",,CLL 17 SUR NO 16-69,CLL 17 SUR NO 16-69,7495808 3145571446,Privada,1,4.6012828,-74.1174895,Puente Aranda
976,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,919",UNIDAD DE GASTROENTEROLOGIA INTEGRAL SAS,"900,521,908",,CALLE 119 # 7 -14 CONSULTORIO 721 A Y 721 B,CALLE 119 # 7 -14 CONSULTORIO 721 A Y 721 B,3114526589 - 3505325416,Privada,1,4.7043123,-74.0703771,Suba
977,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,946","FUNDACIÓN PARA LA INVESTIGACIÓN EN DERMATOLOGÍA - FUNINDERMA""","900,410,463",,carrera 15 No 95-35 Oficina 205,carrera 15 No 95-35 Oficina 205,6163578,Privada,1,4.7055644,-74.0426829,Usaquén
978,11,Bogotá D.C,11001,BOGOTÁ,"1,100,123,970",IPS PRECISION DENTAL SAS,"900,514,304",,ak 27 No 2 - 42,ak 27 No 2 - 42,3754696 - 3202297214,Privada,1,4.6221472,-74.0800371,Los Mártires
979,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,004",SINERGIA GLOBAL EN SALUD SAS,"900,363,673",,AK 45 # 103 13 PI 2-3-4-5-6 - Barrio:PASADENA,AK 45 # 103 13 PI 2-3-4-5-6 - Barrio:PASADENA,7450211 ext. 11503  - 12161,Privada,2,4.7342093,-74.0491697,Usaquén
981,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,086",CORPOPAT SAS,"900,519,781",,CARRERA 18 # 84-11 CONSULTORIO 602,CARRERA 18 # 84-11 CONSULTORIO 602,7028998 - 3115929290,Privada,1,4.5770806,-74.1142508,Rafael Uribe Uribe
982,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,093",FISIOS CENTRO DE TERAPIA SAS,"900,419,172",,AK 45 # 106 25 OF 102 301 401,AK 45 # 106 25 OF 102 301 401,3046037530,Privada,1,4.6944322,-74.0566167826882,Suba
983,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,096",GRUPO LABORAL OCUPACIONAL SAS,"900,451,870",,KR 61 # 100-56 PISO 1,KR 61 # 100-56 PISO 1,7512005 - 3163946337,Privada,1,4.5896774,-74.1478633,Tunjuelito
985,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,162",MG SALUD INTEGRAL OCUPACIONAL SAS,"900,532,770",,CRA 112A No 79-17 PISO 2 Y 3,CRA 112A No 79-17 PISO 2 Y 3,4339314,Privada,1,4.705747,-74.1335079,Engativá
992,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,329",HEALTH DELIVER SOLUTIONS SAS,"900,524,307",,KR 93 No 132-74,KR 93 No 132-74,3142069001,Privada,1,4.6368063,-74.1837495,Bosa
993,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,331",WIDEX COLOMBIA S.A.S.,"800,032,979",,KR 7 # 119 -50 PRIMER PISO,KR 7 # 119 -50 PRIMER PISO,7421652 - 3165754281,Privada,1,4.5568144,-74.1205072,Rafael Uribe Uribe
995,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,339",HELP OCUPACIONAL SAS,"900,479,126",,CR 18 A NO. 53 - 50 CS 101,CR 18 A NO. 53 - 50 CS 101,3505211627,Privada,1,4.5767122,-74.1164926,Rafael Uribe Uribe
996,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,352",Instituto Nacional de Oftalmología S.A quien podrá utilizar la sigla INO COLOMBIA S.A,"900,374,792",,CALLE 127A N° 7-53  CS 5001 5002 5003 5004 5005 5006,CALLE 127A N° 7-53  CS 5001 5002 5003 5004 5005 5006,7441989,Privada,1,4.703464,-74.02931207631701,Usaquén
999,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,404",MEDICAL ADVANCED SERVICE IPS S.A.S.  MAS IPS,"900,542,901",,KR 36 # 63A 45,KR 36 # 63A 45,3228195044,Privada,1,4.5680187,-74.1556875,Ciudad Bolivar
1000,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,408",SALUD HOUSE SAS,"900,528,209",,avenida calle 147 no 19-50 local 15,avenida calle 147 no 19-50 local 15,7027722 - 3143403072,Privada,1,4.729245,-74.0409057,Usaquén
1001,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,422",Fundación Terapéutica Integral FTI,"900,553,766",,Cra 71 B # 56-09,Cra 71 B # 56-09,3133522907,Privada,1,4.6003972,-74.1625269,Bosa
1003,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,493",INFECTOLOGOS CLINICOS DE COLOMBIA SAS INFECTOCLINICOS,"830,134,160",,"CALLE 42 NUMERO 13-28 CONSULTORIOS: 1,2,3,4,5,6,7,8,9,10 y 13","CALLE 42 NUMERO 13-28 CONSULTORIOS: 1,2,3,4,5,6,7,8,9,10 y 13",6313942 6313943,Privada,1,4.6486595,-74.0974995,Teusaquillo
1005,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,526",GENCELL PHARMA S.A.S,"900,407,111",,carrera 18 # 82-15,carrera 18 # 82-15,7425961 ext. 115 / 3022585035,Privada,1,4.5770806,-74.1142508,Rafael Uribe Uribe
1006,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,548","CENTRO DE ESTIMULACION, REHABILITACION Y APRENDIZAJE SEMILLAS DE ESPERANZA S.A.S SIGLA: CERASES S.A.S","900,550,197",,CL 140B # 96 - 72,CL 140B # 96 - 72,3175156113,Privada,1,4.7423968,-74.0946649,Suba
1007,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,552",centro de atencion pulmonar respiremos S.A.S /CAP respiremos S.A.S,"900,560,073",,Carrera 16 No. 82 - 74 Consultorio 410,Carrera 16 No. 82 - 74 Consultorio 410,3107630637,Privada,1,4.5902581,-74.0944554,Antonio Nariño
1010,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,603",SERVICIOS ODONTOLOGICOS Y RADIOLOGICOS ESPECIALIZADOS SAS,"900,546,587",,CL 57 No. 6 50 AP 202 CONS 2,CL 57 No. 6 50 AP 202 CONS 2,4672348 - 4672347,Privada,1,4.6487814,-74.0865093,Teusaquillo
1011,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,608",SALUD MATERNO FETAL S.A.S.,"900,543,887",,Calle 50  No 8 -24 consultorio 602,Calle 50  No 8 -24 consultorio 602,3100761,Privada,1,4.6374749,-74.0669591,Teusaquillo
1013,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,679",saenz granados clinica dental s.a.s,"900,553,961",,CL 130 # 58 20 LC 2-107 -276-2-77,CL 130 # 58 20 LC 2-107 -276-2-77,"3102904109, 3102422283",Privada,1,4.7381366,-74.1286024,Suba
1014,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,732",CONSULTORIO BIOLOGICO MANDALAY SAS,"900,570,151",,AVENIDA DE LAS AMERICAS NUMERO 78-75,AVENIDA DE LAS AMERICAS NUMERO 78-75,4525520,Privada,1,4.6289245,-74.1254226,Kennedy
1015,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,741",Nursing Services Colombia SAS,"900,548,483",,KR 12 # 98 64 OF 507,KR 12 # 98 64 OF 507,6215069,Privada,1,4.6107228,-74.0719077,Santa Fe
1016,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,762",REQPERA IPS SAS,"900,566,602",,CALLE 127 # 19A- 44 EDIFICIO ACOMEDICA II CONSULTORIO 505,CALLE 127 # 19A- 44 EDIFICIO ACOMEDICA II CONSULTORIO 505,3016471946 - 6415967,Privada,1,4.625436,-74.1291301,Kennedy
1017,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,811",JDN MEDICAL IPS SAS,"830,054,059",,CARRERA 45A #103-86,CARRERA 45A #103-86,2142109,Privada,1,4.5712869,-74.1584799,Ciudad Bolivar
1018,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,820",Fundacion Mujer y Familia,"900,315,433",,Calle 3 No. 30-67,Calle 3 No. 30-67,3602026/4087128,Privada,1,4.5848734,-74.0697076,Santa Fe
1020,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,826",ENTIDAD PROMOTORA DE SALUD SANITAS S.A.S,"800,251,440",,AC 100 No. 11B-95,AC 100 No. 11B-95,6466060,Privada,1,4.5909073,-74.0797782,Santa Fe
1023,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,853",GASTROMEDICS S.A.S,"900,326,680",,AV.CLL 127 No 19A-28  CONS 315,AV.CLL 127 No 19A-28  CONS 315,6497605-6497606,Privada,1,4.7269365,-74.0997941,Suba
1025,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,885",MIMA S.A.S. sigla MIMA,"900,583,321",,cra 7 # 32 - 16 local 325,cra 7 # 32 - 16 local 325,3507851,Privada,1,4.5568144,-74.1205072,Rafael Uribe Uribe
1029,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,958",REMY IPS SAS,"900,589,178",,CARRERA 16B 164 16,CARRERA 16B 164 16,3045450569- 4873272,Privada,5,4.6089133,-74.0792595,Los Mártires
1032,11,Bogotá D.C,11001,BOGOTÁ,"1,100,124,982",AYUDA CLINICA ASOCIADOS S.A.S. SIGLA ACA SAS,"900,434,413",,CARRERA 24 NO. 63C 28 OFICINA 402,CARRERA 24 NO. 63C 28 OFICINA 402,5419702 -5419703,Privada,1,4.5845594,-74.1050598,Antonio Nariño
1034,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,016",IPS Anmediprev LTDA,"900,574,946",,Carrera 44 A No 22-50,Carrera 44 A No 22-50,5706352,Privada,1,4.5717869,-74.1561512,Ciudad Bolivar
1035,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,070",ADMINISTRADORA CLINICA LA COLINA SAS,"900,582,598",,CALLE 167 No 72 - 07,CALLE 167 No 72 - 07,4897000 ext 6011 - 6010,Privada,1,4.7594393,-74.0904326,Suba
1036,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,093",CLINICA OFTALMÓLOGICA VISIÓN COLOMBIA SAS Y/O UNIDAD DE DIAGNOSTICO MEDICO UNIDIME  SAS,"900,579,362",,CALLE 134 NO. 7 83 TORRE 1 CONSULTORIO 1  PISO 1,CALLE 134 NO. 7 83 TORRE 1 CONSULTORIO 1  PISO 1,3000930- 3212454161- 3204300686,Privada,1,4.742783,-74.125321,Suba
1037,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,095",ATECHDENTAL SAS,"900,306,631",,CRA 14 No. 93 - 40 OFICINAS 203-204,CRA 14 No. 93 - 40 OFICINAS 203-204,6109020  - 6114097,Privada,1,4.6754389,-74.0512977,Chapinero
1038,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,125",Neurovital Care SAS,"900,530,934",,AC 134 No. 07-83 Torre: 2 Piso: 6 Modulo: 6. Altos del Bosque,AC 134 No. 07-83 Torre: 2 Piso: 6 Modulo: 6. Altos del Bosque,3099068,Privada,1,4.7143814,-74.0379997,Usaquén
1039,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,128",RETINOPTICAL SAS,"900,532,240",,CLL 19 No 8- 11,CLL 19 No 8- 11,2818811// 2841369,Privada,1,4.6571599,-74.1297501,Fontibón
1040,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,135",IDEARMONY IPS SAS,"900,547,920",,KR. 7B BIS No. 123 - 72,KR. 7B BIS No. 123 - 72,7024068 - 7024025 - 7024033,Privada,1,4.7581506,-74.0276681,Usaquén
1041,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,162",CAMPO ELIAS PAEZ IPS SAS,"900,596,903",,CRA 18 No. 84 - 11 CS 802,CRA 18 No. 84 - 11 CS 802,2960561/3102722788,Privada,1,4.5770806,-74.1142508,Rafael Uribe Uribe
1042,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,177",DENTY EXPRESS CLINICAS ODONTOLOGICAS SAS,"900,583,166",,CARRERA  17  14 A  42 SUR PISO 1,CARRERA  17  14 A  42 SUR PISO 1,7552828,Privada,1,4.535295,-74.1404681,Ciudad Bolivar
1043,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,179",EVENTOS MASIVOS CIUDAD JARDIN SAS SIGLA EVENMAS SAS,"900,596,884",,CRA 11 A N° 17 sur 34,CRA 11 A N° 17 sur 34,6098498,Privada,1,4.561206,-74.1004001,San Cristobal
1045,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,223",Constanza Gonzalez Sanchez SAS,"900,448,997",,Av de las Americas No. 69-60,Av de las Americas No. 69-60,6945770 - 3153899348,Privada,1,4.6289245,-74.1254226,Kennedy
1049,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,297",CLINICA LOS NOGALES SAS,"900,291,018",,CL 95 # 23 61,CL 95 # 23 61,5937000 ext 2026-3168318865,Privada,1,4.6840018,-74.0603606,Barrios Unidos
1050,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,312",ESPECIALIDADES ODONTOLOGICAS MAXPLUSS SAS,"900,608,557",,CL 40 SUR #78A-43 PISO 1 - Barrio:KENNEDY,CL 40 SUR #78A-43 PISO 1 - Barrio:KENNEDY,2732481,Privada,3,4.6387699,-74.1688339,Kennedy
1051,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,317",FUNDACIÓN SAP SALUD,"830,080,935",,CALLE 100 No 8A - 37 OFIC 807,CALLE 100 No 8A - 37 OFIC 807,6168205,Privada,1,4.6898289,-74.0717502,Suba
1052,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,339",CENTRO INTEGRAL PARA MANEJO DEL DOLOR-CINDOLOR S.A.S,"900,606,412",,CR 16A NO  82 46 CONSULTORIO 502/503,CR 16A NO  82 46 CONSULTORIO 502/503,2960540-6356634,Privada,1,4.7473303,-74.0378721,Usaquén
1053,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,441",CLINICA SAN FRANCISCO DE ASIS SAS,"900,613,550",,CALLE 16 16-80,CALLE 16 16-80,5190707 ext 109-114-101 - 3174003658,Privada,1,4.6547368,-74.1361171,Kennedy
1054,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,654",GRUPO HOJA MEDICA S.A.S,"900,067,918",,KR 15 # 83 - 33 PISO 4 Y 5,KR 15 # 83 - 33 PISO 4 Y 5,7456568 EXT 5001 Y 5002,Privada,1,4.7055644,-74.0426829,Usaquén
1055,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,693",QUALITY DATA S A SIGLA QDATA S.A.,"830,096,744",,CR 7 C No 122-06,CR 7 C No 122-06,637 70 60 - 3002275911,Privada,1,4.4993362,-74.1143117,Usme
1056,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,754",UNIDAD DE SALUD OCUPACIONAL S.A.S,"805,002,036",,Cra 45A # 101 - 34,Cra 45A # 101 - 34,3003322,Privada,1,4.5712869,-74.1584799,Ciudad Bolivar
1058,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,771",MAPLE RESPIRATORY IPS SAS,"900,611,961",,CRA 46#95-35,CRA 46#95-35,4863232 - 3208899553 -018000186660,Privada,2,4.7095812,-74.0554261,Suba
1061,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,811",SOLUCIONES OCUPACIONALES S.A.S - SIGLA: SOLOC S.A.S,"900,272,451",,AC 134 Nº 7 - 83 TO 3 PI 2 OF 328,AC 134 Nº 7 - 83 TO 3 PI 2 OF 328,3004931 - 6273309,Privada,1,4.7143814,-74.0379997,Usaquén
1063,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,827",SOCIEDAD DE DIAGNOSTICO VISUAL SAS,"900,602,873",,AK 9 # 116 - 20  AP  502,AK 9 # 116 - 20  AP  502,2142130,Privada,1,4.7601781,-74.03148,Usaquén
1068,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,872",odontologia estetica s & a sas,"900,628,119",,carrera 20 numero 53-10 Local 201,carrera 20 numero 53-10 Local 201,4005290,Mixta,1,4.584332,-74.1034539,Antonio Nariño
1069,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,914",IPS PROFESIONALES EN SALUD SAS,"900,584,038",,CARRERA 25 # 51-37,CARRERA 25 # 51-37,2551440,Privada,1,4.5422888,-74.1548681,Ciudad Bolivar
1070,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,924",WESTERN DENTAL S.A.S,"900,550,011",,Calle 100 #19 A 30 OFI 301 - Barrio:Chico,Calle 100 #19 A 30 OFI 301 - Barrio:Chico,3330333355,Privada,2,4.6898289,-74.0717502,Suba
1071,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,928",ESPECIALISTAS CIRUJANOS PLÁSTICOS  S.A.S . SIGLA: ECIPLAST S.A.S,"800,244,769",,calle 120 A N° 7-05 PISO M,calle 120 A N° 7-05 PISO M,3152699213,Privada,1,4.6967402,-74.0298759,Usaquén
1072,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,935",TERAMED SAS,"900,641,654",,CALLE 5 SUR NO 10-82 PISO 1,CALLE 5 SUR NO 10-82 PISO 1,4434160/61,Privada,1,4.5789089,-74.077984,San Cristobal
1073,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,946",UNIDAD DE RADIOLOGIA ORAL Y MAXILOFACIAL RADIDENT SAS,"900,648,811",,CL 106 # 56 - 76 CS 302,CL 106 # 56 - 76 CS 302,6552604-3158694840,Privada,1,4.685108,-74.0356449,Usaquén
1074,11,Bogotá D.C,11001,BOGOTÁ,"1,100,125,980",Soluciones Integrales en Salud AURUM MEDICAL SAS,"900,618,967",,Calle 2 N° 28 06,Calle 2 N° 28 06,301234 2617   3004617,Privada,1,4.6486117,-74.1661842,Kennedy
1076,11,Bogotá D.C,11001,BOGOTÁ,"1,100,126,213",Guiar Salud IPS Y HSEQS EN CS,"830,098,226",,KR 27 # 13 39,KR 27 # 13 39,3057371030 / 3607402 / 3115521518,Privada,1,4.6380858,-74.076787,Teusaquillo
1077,11,Bogotá D.C,11001,BOGOTÁ,"1,100,126,221",ASODER Consultores S.A.S,"900,625,999",,Carrera 57A 4D - 12,Carrera 57A 4D - 12,3003720,Privada,1,4.6511933,-74.0901159,Teusaquillo
1078,11,Bogotá D.C,11001,BOGOTÁ,"1,100,126,264",Unidad de Servicios Medicos IPS Mevisalud SAS,"900,631,488",,Calle 13 No.28-61,Calle 13 No.28-61,3165255420,Privada,1,4.60064,-74.069504,La Candelaria
1079,11,Bogotá D.C,11001,BOGOTÁ,"1,100,126,268",RPA SALUD OCUPACIONAL LTDA,"900,638,732",,KR 16 A # 75 65,KR 16 A # 75 65,3002725 3204386785,Privada,1,4.7473303,-74.0378721,Usaquén
1080,11,Bogotá D.C,11001,BOGOTÁ,"1,100,126,279",ASSO LTDA ASESORIAS Y SERVICIOS EN SALUD OCUPACIONAL,"800,017,218",,CARRERA 13 NO. 42 19 INTERIOR 2,CARRERA 13 NO. 42 19 INTERIOR 2,6197780 - 213 6633 - 215 6067,Privada,1,4.5592249,-74.1314313,Tunjuelito
1081,11,Bogotá D.C,11001,BOGOTÁ,"1,100,126,288",Clinica del Pie y Spa S.A.S.,"900,535,503",,CL 95 # 49 22,CL 95 # 49 22,4674390 / 4674391,Privada,1,4.6840018,-74.0603606,Barrios Unidos
1083,11,Bogotá D.C,11001,BOGOTÁ,"1,100,126,377",SO-SIMETRIC S.A.S,"900,571,645",,CARRERA 57 No 44 B - 21,CARRERA 57 No 44 B - 21,7046061,Privada,1,4.685708,-74.0639729,Barrios Unidos
